,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5
1821,B,False,4.1508,4.1777,4.153,4.1141,4.1589
1822,B,False,0.0,0.0,0.0,0.0,0.0
1823,B,False,2.4834,2.5405,2.445,2.6861,2.7925
1824,B,False,3.3737,3.529,3.3886,3.3648,3.411
1825,B,False,3.413,3.3103,3.3075,3.3056,3.3099
1826,B,False,2.4129,2.2208,2.2263,2.7154,2.6563
1827,B,False,3.5556,3.6704,3.6747,3.7086,3.6878
1828,B,False,4.1823,4.2045,4.1679,4.1467,4.203
1829,B,False,0.0,2.1261,2.1289,2.1328,0.0
1830,B,False,3.9238,3.6624,3.7329,3.5625,3.6865
1831,B,False,1.6334,1.6001,0.0,0.0,0.0
1832,B,False,2.8465,3.184,2.6601,2.7276,2.5645
1833,B,False,3.3649,3.3686,3.3691,3.3669,3.4334
1834,B,False,3.8374,3.8159,3.8769,3.9453,3.8908
1835,B,False,3.0381,2.1584,2.5774,2.8261,2.6675
1836,B,False,2.9116,0.0,0.0,0.0,0.0
1837,B,False,4.0675,4.0132,4.0521,4.0328,4.0576
1838,B,False,1.9284,1.9105,0.0,0.0,2.0961
1839,B,False,3.5671,3.6067,3.737,3.7791,3.7077
1840,B,False,4.038,4.0468,4.0278,4.0783,4.0915
1841,B,False,4.1606,4.1936,4.1331,4.1402,4.1767
1842,B,False,4.1195,4.142,4.1215,4.18,4.225
1843,B,False,3.7652,3.7158,3.7599,3.7308,3.6006
1844,B,False,2.1511,0.0,0.0,0.0,0.0
1845,B,False,3.6825,3.6907,3.541,3.5299,3.5386
1846,B,False,3.3174,3.4543,3.4803,3.312,3.3085
1847,B,False,3.4897,3.2594,3.2809,3.3688,3.4336
1848,B,False,3.9909,4.039,4.0356,3.9813,3.888
1849,B,False,3.7407,3.7681,3.7991,3.8795,3.9165
1850,B,False,2.8177,2.812,2.8636,2.8836,2.8884
1851,B,False,3.1487,3.1735,2.9786,2.9879,3.007
1852,B,False,3.9399,3.9354,3.8769,3.9459,3.8351
1853,B,False,3.845,3.8634,3.8934,3.8789,3.9601
1854,B,False,2.853,1.6816,2.7048,2.4686,3.0945
1855,B,False,4.0038,3.7687,3.8926,3.8918,3.9042
1856,B,False,3.5158,3.5939,3.539,3.4235,3.6224
1857,B,False,4.0222,4.0262,3.9817,4.0567,4.1205
1858,B,False,2.5385,2.6899,2.546,0.0,0.0
1859,B,False,3.7606,3.8712,3.8327,3.6663,3.6019
1860,B,False,3.8815,3.8622,3.8464,3.8914,3.8995
1861,B,False,0.0,0.0,0.0,0.0,0.0
1862,B,False,3.2406,3.2356,3.2944,0.0,0.0
1863,B,False,3.7102,3.6502,3.5797,3.581,3.643
1864,B,False,3.4634,3.3846,3.4893,3.5415,3.6451
1865,B,False,3.1683,3.4183,3.3272,2.9295,3.3921
1866,B,False,2.8824,2.8798,2.3343,2.818,2.448
1867,B,False,4.2364,4.0353,4.0729,4.2696,4.1684
1868,B,False,3.4985,3.0742,2.7736,2.8928,3.3423
1869,B,False,2.8607,2.7526,2.8719,2.9274,2.831
1870,B,False,4.1293,4.175,4.1216,4.1231,4.1661
1871,B,False,3.1701,3.1736,3.019,3.165,3.2034
1872,B,False,3.6774,3.6012,3.5595,3.515,3.5355
1873,B,False,3.7804,3.9502,3.8368,3.9734,3.7763
1874,B,False,0.0,2.4156,2.4196,3.0902,0.0
1875,B,False,1.7681,1.7476,1.7354,1.7328,0.0
1876,B,False,3.8621,3.864,3.7557,3.7622,3.8421
1877,B,False,4.2336,4.2289,4.3436,4.241,4.3477
1878,B,False,2.9412,2.9405,3.2239,2.8765,3.0762
1879,B,False,3.7841,3.826,3.9372,3.7908,3.7952
1880,B,False,3.7188,3.6429,3.7104,3.4361,3.5721
1881,B,False,4.4051,4.4826,4.3837,4.1902,4.2213
1882,B,False,2.0447,2.5446,2.6613,2.0451,2.0469
1883,B,False,0.0,0.0,0.0,0.0,0.0
1884,B,False,4.596,4.5941,4.6267,4.6895,4.6849
1885,B,False,3.3794,3.3479,3.0551,2.5001,2.7656
1886,B,False,0.0,0.0,0.0,0.0,0.0
1887,B,False,2.4124,2.3934,2.7249,2.3843,2.3601
1888,B,False,2.6371,2.5672,2.6346,2.4508,2.4389
1889,B,False,3.9632,4.0884,4.0488,4.0224,4.0958
1890,B,False,3.5896,3.6616,3.6523,3.6659,3.6859
1891,B,False,2.7462,2.7435,3.0308,3.0562,2.8824
1892,N,False,0.0,0.0,0.0,0.0,0.0
1893,N,False,0.0,0.0,0.0,0.0,0.0
1894,N,False,0.0,0.0,0.0,0.0,0.0
1895,N,False,2.4155,2.412,2.5907,2.445,2.4473
1896,N,False,2.3668,2.3737,2.3786,0.0,0.0
1897,N,False,1.9458,2.1181,2.1147,0.0,0.0
1898,N,False,0.0,0.0,0.0,0.0,0.0
1899,N,False,0.0,0.0,0.0,0.0,0.0
1900,N,False,0.0,0.0,0.0,0.0,1.0235
1901,N,False,0.0,3.0322,0.0,0.0,0.0
1902,N,False,2.1478,2.1426,0.0,0.0,0.0
1903,N,False,0.0,0.0,0.0,0.0,0.0
1904,N,False,0.0,2.029,2.0406,2.3335,2.3282
1905,N,False,0.0,0.0,0.0,0.0,0.0
1906,N,False,0.0,0.0,0.0,0.0,0.0
1907,N,False,0.0,0.0,0.0,0.0,0.0
1908,N,False,0.0,0.0,0.0,0.0,0.0
1909,N,False,3.4557,3.1067,3.3886,3.25,3.2403
1910,N,False,0.0,0.0,0.0,0.0,0.0
1911,N,False,0.0,0.0,0.0,0.0,0.0
1912,N,False,2.001,2.0214,2.3422,2.4476,0.0
1913,N,False,2.2801,2.1747,0.0,2.0728,2.0652
1914,N,False,0.0,0.0,0.0,0.0,0.0
1915,N,False,3.294,3.0986,2.1001,2.6735,2.4055
1916,N,False,2.0634,2.8934,2.5429,2.6249,2.0806
1917,N,False,3.6993,3.9345,3.8825,3.7692,3.7864
1918,N,False,4.6156,4.658,4.6939,4.7536,4.7542
1919,N,False,2.9446,2.8711,2.8643,2.2295,2.2229
1920,N,False,4.271,4.2456,4.3258,4.2133,4.2021
1921,N,False,1.8634,1.8539,2.8815,2.8264,2.119
1922,N,False,3.8961,3.8375,3.8881,3.9692,3.8753
1923,N,False,0.0,0.0,0.0,0.0,0.0
1924,N,False,2.5539,2.5635,2.2994,2.2932,2.2834
1925,N,False,0.0,0.0,0.0,0.0,0.0
1926,N,False,0.0,0.0,0.0,0.0,0.0
1927,N,False,0.0,0.0,0.0,0.0,0.0
1928,N,False,0.0,2.6321,2.1988,0.0,2.1562
1929,N,False,3.0776,0.0,0.0,0.0,1.8589
1930,N,False,3.0738,2.6145,2.6952,2.997,3.0205
1931,N,False,1.9936,0.0,0.0,0.0,0.0
1932,N,False,4.1768,4.1443,4.1616,4.231,4.2202
1933,N,False,0.0,0.0,0.0,0.0,0.0
1934,N,False,2.4356,2.4543,2.5285,2.2978,0.0
1935,N,False,0.0,0.0,0.0,0.0,0.0
1936,N,False,3.5469,3.4654,3.4601,3.5573,3.3785
1937,N,False,3.3285,3.4115,3.4635,3.4571,3.536
1938,N,False,3.3285,3.4115,3.4635,3.4571,3.536
1939,N,False,0.0,0.0,0.0,0.0,0.0
1940,N,False,0.0,0.0,0.0,0.0,0.0
1941,N,False,0.0,0.0,0.0,0.0,0.0
1942,N,False,0.0,0.0,2.1722,2.6866,2.1652
1943,N,False,0.0,0.0,0.0,0.0,0.0
1944,N,False,4.5405,4.5215,4.5366,4.507,4.5092
1945,N,False,1.6473,1.8061,1.8047,0.0,0.0
1946,N,False,2.7563,2.5804,2.5811,2.5935,2.8004
1947,N,False,0.0,0.0,0.0,0.0,0.0
1948,N,False,2.1239,2.1465,2.1353,1.6476,2.1364
1949,N,False,4.3052,4.3029,4.0488,4.0315,3.8877
1950,N,False,3.2252,3.3988,3.4372,3.1026,3.3734
1951,N,False,4.5357,4.4785,4.4732,4.4886,4.4559
1952,N,False,3.8481,3.7779,3.5915,3.5649,3.3576
1953,N,False,3.9322,3.8928,3.9963,3.9052,3.8069
1954,N,False,3.1022,3.2216,2.9071,2.6783,2.8501
1955,N,False,2.0482,2.0446,2.0371,2.0287,1.7393
1956,N,False,2.3345,2.3258,2.323,2.3418,2.4356
1957,N,False,3.0288,3.0826,2.9598,3.0244,3.0446
1958,N,False,2.5311,2.537,2.6495,2.8463,2.8411
1959,N,False,3.5549,3.6614,3.6751,3.7584,3.7031
1960,N,False,3.4,3.332,3.332,3.3965,3.5227
1961,N,False,2.1293,1.8127,2.6309,2.4207,2.0984
1962,N,False,2.1681,2.805,0.0,2.4281,3.0982
1963,N,False,3.7091,3.6222,3.672,3.7346,3.7309
1964,N,False,2.2645,2.2796,2.2763,2.2676,2.4611
1965,N,False,3.8854,3.8406,3.8468,3.8579,3.8372
1966,N,False,3.9658,3.9773,3.9859,3.992,3.9454
1967,N,False,3.3463,3.3492,3.279,3.2987,3.339
1968,N,False,3.5448,3.3212,3.3496,3.1801,3.1681
1969,N,False,3.5448,3.3212,3.3496,3.1801,3.1681
1970,N,False,3.7217,3.5718,3.7257,3.7994,3.6115
1971,N,False,3.1338,2.0598,3.1776,2.5734,2.3591
1972,N,False,4.5051,4.4691,4.4428,4.4541,4.4184
1973,N,False,3.0501,2.9402,2.3982,2.3983,2.5629
1974,N,False,2.3438,2.3296,2.3253,2.4719,3.1987
1975,N,False,3.348,3.3893,3.343,3.4249,3.4363
1976,N,False,3.5797,3.7475,3.4911,3.6246,3.6851
1977,N,False,3.9186,3.8094,3.8859,3.839,3.9067
1978,N,False,0.0,0.0,0.0,0.0,0.0
1979,N,False,3.9017,3.9499,3.9015,3.9073,3.905
1980,N,False,3.9017,3.9499,3.9015,3.9073,3.905
1981,N,False,2.5692,2.0079,2.1392,2.0174,0.0
1982,N,False,2.5692,2.0079,2.1392,2.0174,0.0
1983,N,False,0.0,0.0,0.0,0.0,0.0
1984,N,False,3.9722,4.0,3.9657,4.1226,4.0966
1985,N,False,0.0,0.0,0.0,0.0,3.0315
1986,N,False,4.4968,4.474,4.431,4.4267,4.5038
1987,N,False,4.0088,4.0349,4.0541,4.0032,4.1222
1988,N,False,2.5082,2.4092,2.0804,2.0716,0.0
1989,N,False,0.0,0.0,0.0,0.0,0.0
1990,N,False,0.0,0.0,0.0,0.0,0.0
1991,N,False,0.0,0.0,0.0,0.0,0.0
1992,N,False,4.7511,4.7581,4.796,4.7754,4.7945
1993,N,False,3.6617,3.5721,3.7191,3.6813,3.5007
1994,N,False,4.6387,4.7115,4.745,4.7087,4.7487
1995,N,False,3.6258,3.5176,3.6835,3.5637,3.6072
1996,N,False,0.0,0.0,0.0,0.0,0.0
1997,N,False,2.9064,2.8211,2.9298,2.9849,2.8468
1998,N,False,0.0,0.0,0.0,2.6613,0.0
1999,N,False,2.3728,0.0,0.0,0.0,2.6189
2000,N,False,0.0,0.0,2.1843,0.0,0.0
2001,N,False,1.9699,1.9653,2.1591,2.2953,2.1583
2002,N,False,3.455,3.4461,3.4224,3.4128,3.4076
2003,N,False,0.0,2.6414,2.896,2.7657,2.6383
2004,N,False,3.1691,3.1972,3.3441,3.3636,3.3886
2005,N,False,0.0,2.1482,1.9021,0.0,0.0
2006,N,False,3.52,3.4235,3.2262,3.3472,3.329
2007,N,False,3.0341,3.2734,3.1898,2.9963,3.0063
2008,N,False,2.0607,2.0578,2.4361,2.6307,2.7689
2009,N,False,2.2511,2.6423,2.6039,2.4256,2.3515
2010,N,False,0.0,0.0,0.0,0.0,1.7551
2011,N,False,0.0,0.0,0.0,0.0,0.0
2012,N,False,0.0,0.0,1.8864,2.3057,2.2908
2013,N,False,3.3419,3.3738,3.4413,3.3199,3.2717
2014,N,False,3.3419,3.3738,3.4413,3.3199,3.2717
2015,N,False,2.1428,2.3296,1.917,1.8964,1.8867
2016,N,False,0.0,0.0,0.0,1.8067,0.0
2017,N,False,2.6066,2.5182,2.8633,2.4626,2.9646
2018,N,False,3.9994,3.9343,3.8718,3.8803,3.8268
2019,N,False,3.6138,3.6407,3.6827,3.6392,3.3338
2020,N,False,2.616,2.4333,2.4296,2.4292,2.5787
2021,N,False,4.1717,4.2057,4.1444,4.138,4.1122
2022,N,False,2.616,2.4333,2.4296,2.4292,2.5787
2023,N,False,4.8328,4.8731,4.8695,4.8654,4.8705
2024,N,False,0.0,0.0,1.7225,2.2164,2.2229
2025,N,False,2.0423,2.0455,2.0364,2.0388,2.0278
2026,N,False,4.4768,4.5169,4.4911,4.4924,4.5535
2027,N,False,2.4119,2.2967,2.4439,1.9914,0.0
2028,N,False,3.4214,3.4025,3.4192,3.4497,3.4392
2029,N,False,4.7806,4.7841,4.7844,4.7475,4.7739
2030,N,False,2.2414,0.0,1.6352,0.0,0.0
2031,N,False,0.0,0.0,2.4079,0.0,2.5698
2032,N,False,4.1416,4.1212,4.1448,4.0875,4.1116
2033,N,False,3.6644,3.6357,3.5336,3.5492,3.5427
2034,N,False,2.2076,2.6528,2.6643,2.7248,2.5407
2035,N,False,1.8383,1.8264,0.0,0.0,0.0
2036,N,False,3.1615,2.966,3.0668,3.0273,3.0958
2037,N,False,0.0,0.0,0.0,0.0,0.0
2038,N,False,0.0,0.0,0.0,0.0,0.0
2039,N,False,2.6563,0.0,0.0,0.0,0.0
2040,N,False,2.6601,2.3606,2.3681,2.3678,2.3534
2041,N,False,2.3049,2.4597,1.8807,1.8715,0.0
2042,N,False,3.4133,3.3054,3.1678,3.3458,3.2069
2043,N,False,2.8343,2.8333,2.823,2.606,2.6009
2044,N,False,2.9161,2.4117,2.7894,2.7123,2.8198
2045,N,False,3.6512,3.6406,3.6708,3.6556,3.6186
2046,N,False,0.0,0.0,0.0,1.8839,0.0
2047,N,False,0.0,0.0,0.0,0.0,0.0
2048,N,False,0.0,0.0,0.0,1.8923,2.1778
2049,N,False,0.0,0.0,0.0,0.0,2.5464
2050,N,False,3.2718,3.2114,3.2721,3.2751,3.2328
2051,N,False,2.1844,2.7222,2.918,2.9366,2.8048
2052,N,False,0.0,0.0,0.0,0.0,0.0
2053,N,False,4.309,4.3004,4.4319,4.4667,4.5219
2054,N,False,3.866,4.0065,3.9131,3.889,3.9332
2055,N,False,4.3495,4.3219,4.2111,4.1038,4.092
2056,N,False,1.9323,2.4256,2.4314,2.5565,2.4359
2057,N,False,0.0,0.0,0.0,0.0,0.0
2058,N,False,2.6293,0.0,0.0,0.0,0.0
2059,N,False,0.0,0.0,0.0,0.0,0.0
2060,N,False,3.6972,3.7142,3.8053,3.7879,3.7992
2061,N,False,3.2507,3.3754,3.337,3.314,3.2713
2062,N,False,2.6252,3.1461,2.2915,2.4761,1.7952
2063,N,False,3.2292,3.4581,3.6166,3.2026,3.4236
2064,N,False,0.0,0.0,0.0,0.0,0.0
2065,N,False,0.0,0.0,0.0,0.0,0.0
2066,N,False,1.6419,0.0,0.0,2.8495,2.8432
2067,N,False,3.2585,3.2447,3.3549,3.0955,3.193
2068,N,False,3.3598,3.5663,3.5772,3.5385,3.5941
2069,N,False,2.9498,2.265,2.9473,2.7477,2.7778
2070,N,False,0.0,0.0,0.0,0.0,1.9385
2071,N,False,2.0277,2.3345,2.3329,2.4998,2.0181
2072,N,False,3.7411,3.6494,3.454,3.6843,3.5631
2073,N,False,0.0,0.0,0.0,0.0,0.0
2074,N,False,0.0,1.6043,0.0,0.0,0.0
2075,N,False,3.5416,3.6772,3.7034,3.6957,3.5312
2076,N,False,2.8825,2.8528,2.7894,2.8277,2.8117
2077,N,False,1.7547,0.0,1.8073,1.9157,2.1295
2078,N,False,0.0,0.0,0.0,0.0,0.0
2079,N,False,2.909,2.9674,3.1067,2.9987,2.8916
2080,N,False,0.0,0.0,0.0,0.0,0.0
2081,N,False,0.0,0.0,0.0,0.0,0.0
2082,N,False,2.5328,1.7402,2.581,2.4876,2.6335
2083,N,False,3.3145,3.3636,3.3556,3.3289,3.3336
2084,N,False,3.2338,3.274,3.153,2.7635,2.6618
2085,N,False,3.4161,3.4521,3.3201,3.2309,3.0333
2086,N,False,2.2864,2.2782,2.4557,2.4506,2.4541
2087,N,False,2.7065,2.3397,0.0,0.0,0.0
2088,N,False,2.2745,0.0,0.0,0.0,2.4187
2089,N,False,4.1348,4.1696,4.1611,3.9954,4.2304
2090,N,False,2.9372,2.9609,3.4067,3.2013,3.2894
2091,N,False,2.5102,2.7176,2.7263,2.8051,2.9958
2092,N,False,2.5102,2.7176,2.7263,2.8051,2.9958
2093,N,False,4.4005,4.4658,4.4669,4.5056,4.4462
2094,N,False,3.6424,3.6176,3.5616,3.4256,3.2727
2095,N,False,0.0,0.0,0.0,0.0,0.0
2096,N,False,0.0,0.0,0.0,0.0,0.0
2097,N,False,4.62,4.6442,4.6332,4.6583,4.639
2098,N,False,0.0,0.0,0.0,0.0,0.0
2099,N,False,1.7398,1.7338,0.0,0.0,2.2878
2100,N,False,2.1918,2.189,2.1866,0.0,1.877
2101,N,False,0.0,0.0,0.0,0.0,0.0
2102,N,False,0.0,0.0,0.0,0.0,0.0
2103,N,False,0.0,0.0,0.0,0.0,0.0
2104,N,False,0.0,1.9173,1.9244,1.9306,3.0137
2105,N,False,1.9678,0.0,0.0,1.7882,1.7775
2106,N,False,2.3563,2.5511,2.4033,2.5313,2.0935
2107,N,False,4.4328,4.487,4.4163,4.4239,4.4384
2108,N,False,2.3371,2.3244,0.0,0.0,0.0
2109,N,False,4.3384,4.2643,4.2383,4.2163,4.2534
2110,N,False,1.8718,1.5944,1.8704,1.8814,2.1437
2111,N,False,3.1733,2.9976,2.9396,2.75,2.4258
2112,N,False,3.2649,3.1112,3.1125,3.1448,2.9707
2113,N,False,3.8622,3.8388,3.6581,3.5141,3.6031
2114,N,False,3.4554,3.4398,3.4451,3.4286,3.5232
2115,N,False,2.4138,2.805,2.4135,2.1055,2.099
2116,N,False,3.9958,4.0028,4.0389,3.9813,3.947
2117,N,False,3.4518,3.3929,3.3427,3.3361,3.3373
2118,N,False,2.4846,0.0,2.0265,0.0,2.9483
2119,N,False,3.2372,3.0535,3.0161,2.7885,3.536
2120,N,False,3.3031,3.5426,3.5834,3.6201,3.6429
2121,N,False,2.8789,2.9297,2.4385,2.4349,1.956
2122,N,False,0.0,0.0,2.0376,2.0245,0.0
2123,N,False,0.0,0.0,0.0,0.0,0.0
2124,N,False,0.0,0.0,0.0,0.0,0.0
2125,N,False,0.0,0.0,0.0,0.0,0.0
2126,N,False,2.1386,2.1444,0.0,0.0,0.0
2127,N,False,0.0,0.0,0.0,0.0,0.0
2128,N,False,2.4404,2.893,2.8352,3.1495,2.9629
2129,N,False,0.0,0.0,0.0,0.0,0.0
2130,N,False,4.5616,4.5589,4.5203,4.5475,4.5637
2131,N,False,0.0,0.0,1.9444,2.2351,1.8217
2132,N,False,2.5473,2.4588,2.735,3.0132,2.8711
2133,N,False,3.0685,3.3031,3.1697,3.2073,3.1182
2134,N,False,3.1098,3.1303,3.0425,3.3623,3.1416
2135,N,False,4.5716,4.5302,4.507,4.5588,4.5106
2136,N,False,2.2845,1.971,1.9726,1.9615,1.948
2137,N,False,0.0,2.2609,2.2606,2.2535,2.2507
2138,N,False,0.0,0.0,0.0,0.0,0.0
2139,N,False,3.2022,3.5381,3.3563,3.3046,3.3045
2140,N,False,2.8229,2.8991,2.6974,2.6938,2.8343
2141,N,False,1.8458,1.8551,2.1524,2.3144,2.3135
2142,N,False,2.3567,2.7221,2.5392,1.7548,2.3308
2143,N,False,2.6065,2.6966,2.5415,2.5873,2.6898
2144,N,False,1.7748,1.7971,1.7992,0.0,2.1783
2145,N,False,2.9889,2.9878,2.9836,2.9266,2.7912
2146,N,False,3.6041,3.5806,3.6408,3.6314,3.7466
2147,N,False,1.5893,0.0,0.0,0.0,0.0
2148,N,False,0.0,2.4439,2.4623,3.1004,3.1041
2149,N,False,1.6525,1.6592,2.1681,1.6712,2.5769
2150,N,False,3.004,3.0289,2.8592,2.8285,3.0194
2151,N,False,4.3496,4.3057,4.3506,4.3841,4.3234
2152,N,False,1.741,2.4667,2.9244,2.8137,0.0
2153,N,False,3.735,3.399,3.5709,3.5559,3.5411
2154,N,False,3.4515,3.3622,3.0807,3.2649,3.2137
2155,N,False,0.0,0.0,0.0,0.0,0.0
2156,N,False,2.6795,2.4933,0.0,2.6821,2.3917
2157,N,False,2.9407,2.9258,3.0031,3.1145,3.1202
2158,N,False,0.0,0.0,0.0,0.0,0.0
2159,N,False,4.6717,4.6483,4.6752,4.689,4.6724
2160,N,False,4.0521,4.0671,4.0341,4.0329,4.0929
2161,N,False,4.5628,4.4866,4.4166,4.5241,4.4509
2162,N,False,2.6712,2.8746,2.8126,2.8053,2.7613
2163,N,False,5.0924,5.0912,5.1441,5.1516,5.085
2164,N,False,0.0,0.0,1.8381,1.8122,1.8027
2165,N,False,1.8388,2.2803,0.0,2.8735,2.8742
2166,N,False,3.7665,3.7828,3.7195,3.6448,3.7804
2167,N,False,3.4416,3.4681,3.0894,2.912,2.9354
2168,N,False,2.661,2.585,2.7212,2.4648,2.3377
2169,N,False,2.5706,2.5769,2.7392,2.5607,1.536
2170,N,False,4.4377,4.4529,4.4987,4.4782,4.4345
2171,N,False,0.0,0.0,0.0,0.0,0.0
2172,N,False,3.6376,3.5493,3.4372,3.5172,3.5671
2173,N,False,2.5162,2.6137,2.7336,2.6155,2.3717
2174,N,False,2.9693,3.0239,3.0336,3.0422,2.9474
2175,N,False,0.0,0.0,0.0,0.0,0.0
2176,N,False,3.1265,3.0922,3.0799,3.1644,3.2199
2177,N,False,3.0157,2.6723,3.2088,2.9092,3.3647
2178,N,False,4.632,4.6503,4.7349,4.6317,4.7219
2179,N,False,4.5702,4.6084,4.648,4.632,4.6503
2180,N,False,0.0,0.0,0.0,0.0,0.0
2181,N,False,0.0,0.0,2.1019,1.4258,1.8173
2182,N,False,3.1305,3.1465,3.1651,3.1455,3.1207
2183,N,False,0.0,0.0,0.0,0.0,0.0
2184,N,False,0.0,0.0,0.0,0.0,0.0
2185,N,False,2.3914,2.396,2.4018,2.1687,2.3141
2186,N,False,3.7108,3.6827,3.5123,3.6715,3.6961
2187,N,False,1.6871,1.6613,1.7411,1.6935,1.4259
2188,N,False,4.4955,4.5058,4.4918,4.518,4.4969
2189,N,False,4.5293,4.5501,4.5531,4.5122,4.5048
2190,N,False,2.111,2.5364,2.42,2.959,1.9856
2191,N,False,0.0,0.0,0.0,0.0,0.0
2192,N,False,0.0,0.0,0.0,0.0,0.0
2193,N,False,0.0,0.0,0.0,0.0,0.0
2194,N,False,4.3828,4.405,4.3867,4.3726,4.3582
2195,N,False,4.5244,4.5703,4.5668,4.5826,4.596
2196,N,False,3.4316,3.3578,3.472,3.4279,3.4278
2197,N,False,2.9273,2.814,2.5205,1.9789,0.0
2198,N,False,3.8012,3.7257,3.6429,3.7644,3.7792
2199,N,False,3.9066,3.9341,3.905,3.9501,3.9141
2200,N,False,3.8561,3.6964,3.8919,3.9421,3.9335
2201,N,False,3.571,3.5627,3.5453,3.4787,3.4939
2202,N,False,0.0,0.0,0.0,0.0,0.0
2203,N,False,2.5434,2.7725,2.6498,2.8719,3.581
2204,N,False,3.3196,3.2175,3.2524,3.3005,2.8829
2205,N,False,4.8368,4.8334,4.8179,4.814,4.82
2206,N,False,2.821,2.8334,2.9027,3.0991,3.011
2207,N,False,2.2326,2.4784,3.0868,2.6025,2.1149
2208,N,False,3.5236,3.4972,3.422,3.5299,3.52
2209,N,False,3.0148,2.5958,2.5979,2.1801,2.7282
2210,N,False,0.0,0.0,0.0,0.0,2.3289
2211,N,False,2.5958,2.5979,2.1801,2.7282,2.652
2212,N,False,0.0,1.545,0.0,0.0,0.0
2213,N,False,0.0,0.0,0.0,0.0,0.0
2214,N,False,4.6889,4.6384,4.7002,4.6838,4.6561
2215,N,False,2.1431,2.4156,2.1034,0.0,2.3253
2216,N,False,0.0,0.0,0.0,0.0,0.0
2217,N,False,3.3991,3.3506,3.2524,3.1322,3.0982
2218,N,False,3.4939,3.2996,3.2656,3.3763,3.3756
2219,N,False,3.1156,3.0763,3.3218,3.2758,3.3369
2220,N,False,3.9428,3.9186,3.7915,3.8686,3.9207
2221,N,False,4.0541,4.0922,3.984,4.077,4.0579
2222,N,False,2.1275,2.1385,2.2291,2.0927,2.5455
2223,N,False,2.533,2.5211,2.507,1.7393,1.7434
2224,N,False,2.6371,2.6304,2.7045,2.4091,2.4113
2225,N,False,0.0,0.0,2.2865,2.2859,2.2802
2226,N,False,3.0658,3.2958,3.3937,3.217,3.0033
2227,N,False,2.8577,2.9054,2.9943,2.9417,2.9444
2228,N,False,3.0956,2.9848,3.0009,3.1072,3.1066
2229,N,False,2.777,1.5573,1.5492,1.4987,2.7988
2230,N,False,2.8307,2.7608,2.9196,2.5853,2.5888
2231,N,False,2.5884,2.2751,2.5699,2.5618,2.2657
2232,N,False,0.0,0.0,0.0,0.0,2.0147
2233,N,False,0.0,0.0,0.0,0.0,0.0
2234,N,False,3.7628,3.6644,3.7728,3.7792,3.8036
2235,N,False,0.0,0.0,0.0,0.0,0.0
2236,N,False,1.6221,1.6317,1.6247,0.0,1.6228
2237,N,False,4.2611,4.3173,4.2431,4.2865,4.2261
2238,N,False,0.0,0.0,0.0,2.0773,2.0773
2239,N,False,0.0,1.7428,1.732,0.0,0.0
2240,N,False,4.8479,4.7955,4.7899,4.8439,4.8591
2241,N,False,1.633,0.0,1.8063,1.7695,1.7651
2242,N,False,1.8371,2.7582,1.6072,2.4613,2.5133
2243,N,False,3.1009,3.2648,3.177,3.2779,3.3158
2244,N,False,0.0,0.0,0.0,0.0,2.022
2245,N,False,0.0,0.0,0.0,0.0,0.0
2246,N,False,4.9992,5.0097,5.0226,5.032,4.9963
2247,N,False,1.4492,2.1628,1.7784,1.7657,1.7618
2248,N,False,2.5134,0.0,0.0,2.3182,0.0
2249,N,False,2.9359,2.8019,2.9923,3.2061,3.0358
2250,N,False,3.0336,3.2931,3.0826,3.1145,3.1196
2251,N,False,2.1547,0.0,1.8749,1.8882,2.2045
2252,N,False,3.1937,3.1966,2.9636,3.0108,3.1447
2253,N,False,3.5812,3.635,3.7122,3.6332,3.4712
2254,N,False,2.6842,2.826,2.8766,1.9477,2.5963
2255,N,False,3.2583,2.5405,2.0473,2.027,2.0173
2256,N,False,2.2458,2.9152,2.9149,2.6505,2.6384
2257,N,False,0.0,0.0,0.0,0.0,0.0
2258,N,False,2.6011,2.3064,2.2729,2.3038,2.2997
2259,N,False,4.0965,4.0816,4.1116,4.1802,4.061
2260,N,False,0.0,0.0,0.0,0.0,0.0
2261,N,False,2.9849,3.1137,3.1978,3.0788,3.0287
2262,N,False,0.0,2.1272,0.0,0.0,0.0
2263,N,False,2.827,2.9535,3.0221,3.0872,3.2046
2264,N,False,2.5087,2.5029,3.0401,3.0415,2.5005
2265,N,False,2.6618,2.8009,0.0,2.6447,2.6515
2266,N,False,3.2613,3.3159,3.3076,3.3671,3.3692
2267,N,False,3.1892,3.2322,3.2141,3.3276,3.32
2268,N,False,1.9247,1.9289,1.9319,2.6303,2.531
2269,N,False,1.9247,1.9289,1.9319,2.6303,2.531
2270,N,False,2.7548,2.7165,2.4678,0.0,2.8023
2271,N,False,3.4131,3.378,3.5889,3.6663,3.5636
2272,N,False,2.2302,2.2284,2.2304,2.2254,2.2259
2273,N,False,2.4774,2.4725,0.0,2.7052,0.0
2274,N,False,3.481,3.3676,3.3691,3.3761,3.6301
2275,N,False,0.0,0.0,0.0,0.0,0.0
2276,N,False,2.7169,2.3262,2.3261,2.6895,2.3323
2277,N,False,3.7489,3.6031,3.7247,3.5894,3.7198
2278,N,False,2.1608,2.2205,2.9084,2.9163,2.9927
2279,N,False,0.0,0.0,0.92663,0.95735,0.0
